letter_id,from_id,from_name,to_id,to_name,date
SP_29/416_f.274,S044794,Sir William Smythe,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-01
SP_29/416_f.278,E019114-S048156-T000000,Thomas Hyde,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-01
SP_89/14_f.131,S006925,Charles Fanshaw,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-01
SP_29/416_f.288,S011351,David Fitzgerald,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-02
SP_29/416_f.290,S034274,"Nicholas Cullen, Mayor of Dover",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-02
SP_29/416_f.282,S044794,Sir William Smythe,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-02
SP_29/416_f.330,S006232,Captain Thomas Harwood,E012119-S043025-T000000,Sir Leoline Jenkins,1681-12-31
SP_29/416_f.294,S024431,John Strode,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-03
SP_63/341_f.47,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1681-09-03
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1768-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S030812,Mayor &amp;c. of Dover,1681-09-03
SP_44/62_f.281,E012119-S043025-T000000,Sir Leoline Jenkins,S042980,Sir Jonathan Jennings,1681-09-03
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1771-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028188,Lords Treasury,1681-09-03
SP_29/416_f.296,S024431,John Strode,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-04
SP_89/14_f.133,S048380,Thomas Maynard,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-15
SP_29/416_f.298,S013334,E. Syng,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-06
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1776-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S019629,High Sheriff,1681-09-06
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1777-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S042980,Sir Jonathan Jennings,1681-09-06
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1779-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1681-09-06
SP_29/416_f.300,S051793,William Helyar,E003586-S022565-T000000,John Brydall,1681-09-07
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1789-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027601,Lord High Chamberlain,1681-09-08
SP_44/62_f.283,E012119-S043025-T000000,Sir Leoline Jenkins,S030812,Mayor &amp;c. of Dover,1681-09-08
SP_44/62_f.285,E012119-S043025-T000000,Sir Leoline Jenkins,S032290,Mr. Bedford,1681-09-08
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1791-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S032766,Mr. Graham,1681-09-08
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1788-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S044139,Sir Thomas Hardres,1681-09-08
SP_29/416_f.302,S012382,Dr. Denis Grenville,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-09
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1800-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1681-09-10
SP_63/341_f.48,E012119-S043025-T000000,Sir Leoline Jenkins,S042524,Sir John Davys,1681-09-10
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1797-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S042980,Sir Jonathan Jennings,1681-09-10
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1798-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S044139,Sir Thomas Hardres,1681-09-10
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1799-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S008498,Colonel John Strode,1681-09-10
SP_29/416_f.304,S024431,John Strode,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-13
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1804-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E903387-S043701-T000000,Sir Robert Holmes,1681-09-13
SP_63/342_f.144,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-14
SP_44/62_f.287,E012119-S043025-T000000,Sir Leoline Jenkins,E018091-S052405-T000000,"William Sancroft, Archbishop of Canterbury",1681-09-14
SP_29/416_f.306,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-15
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1816-cm,E002622-S014197-T000000,"Edward Conway, Earl of Conway",S000451,Admiralty,1681-09-15
SP_44/62_f.293,E012119-S043025-T000000,Sir Leoline Jenkins,S012374,Dr. Daniel Brevint,1681-09-15
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1822-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-09-15
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1818-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S033705,Mr. Wyndham,1681-09-15
SP_44/62_f.289,E012119-S043025-T000000,Sir Leoline Jenkins,E009591-S051714-T000000,"William Gulston, Bishop of Bristol",1681-09-15
SP_44/62_f.291,E012119-S043025-T000000,Sir Leoline Jenkins,E000000-S052517-T036027,"William Stanley, Earl of Derby",1681-09-15
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1820-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S000615,Alderman John Jeffreys,1681-09-15
SP_89/14_f.135,S006925,Charles Fanshaw,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-15
SP_29/416_f.312,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-16
SP_44/62_f.295,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-09-16
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1825-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S032290,Mr. Bedford,1681-09-16
SP_29/416_f.314,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-17
SP_44/62_f.299,E012119-S043025-T000000,Sir Leoline Jenkins,S012374,Dr. Daniel Brevint,1681-09-17
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1828-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-09-17
SP_44/62_f.301,E012119-S043025-T000000,Sir Leoline Jenkins,S043499,Sir Richard Hart,1681-09-17
SP_29/416_f.316,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-19
SP_29/416_f.318,E600311-S040292-T000000,Serjeant Richard Holloway,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-19
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1833-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-09-19
SP_29/416_f.320,S012339,Dr. Butler,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-20
SP_29/416_f.322,S024431,John Strode,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-20
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1838-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-09-20
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1839-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S001688,Archdeacon Denis Grenville,1681-09-20
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1841-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1681-09-20
SP_44/62_f.303,E012119-S043025-T000000,Sir Leoline Jenkins,E003476-S051213-T000000,"William Brouncker, Viscount Brouncker of Lyons",1681-09-20
SP_29/416_f.326,S054428,John Bostock,S036220,Privy Council in England,1681-09-21
SP_29/416_f.326,S054428,John Bostock,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1681-09-21
SP_44/62_f.305,E012119-S043025-T000000,Sir Leoline Jenkins,S012474,Dr. Henry Compton,1681-09-22
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1848-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S043839,Sir Roger Norwich,1681-09-22
SP_44/62_f.307,E012119-S043025-T000000,Sir Leoline Jenkins,S008498,Colonel John Strode,1681-09-22
SP_44/54_f.99,E012119-S043025-T000000,Sir Leoline Jenkins,E020422-S052583-T000000,William Thursby,1681-09-23
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1853-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028188,Lords Treasury,1681-09-23
SP_44/56_f.55,E002622-S014197-T000000,"Edward Conway, Earl of Conway",S027260,Lord Chancellor,1681-09-24
SP_29/416_f.331,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-24
SP_29/416_f.333,E916207-S042271-T000000,Sir James Hayes,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-24
SP_29/416_f.335,S013845,Edmund Lord Sheffield,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-25
SP_29/416_f.334a,E021711-S025315-T000000,"Warcup, Edmund (Sir)",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-25
spo4_tna_sp0089-014_tna_sp0089-014-m0091-cm,S006925,Charles Fanshaw,S025899,King Dom Pedro II,1681-09-25
SP_29/416_f.337,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-26
SP_44/62_f.309,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-09-26
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1866-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E012005-S020946-T000000,"James II and VII, King of England, Scotland, and Ireland",1681-09-26
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1867-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028188,Lords Treasury,1681-09-26
SP_63/342_f.146,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-27
SP_29/416_f.341,E600311-S040292-T000000,Serjeant Richard Holloway,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-27
SP_44/62_f.313,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-09-27
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1877-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E006504-S026426-T000000,"Laurence Hyde, Earl of Rochester",1681-09-27
SP_44/62_f.319,E012119-S043025-T000000,Sir Leoline Jenkins,S032624,Mr. Ellesdon,1681-09-27
SP_29/416_f.339,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-27
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1881-cm,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E014882-S007026-T000000,"Mordaunt, Charles",1681-09-28
SP_29/416_f.343,E021711-S025315-T000000,"Warcup, Edmund (Sir)",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-28
SP_29/416_f.343,S025331,Justice Parry,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-28
SP_44/62_f.315,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-09-28
SP_29/416_f.345,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-29
SP_44/62_f.317,E012119-S043025-T000000,Sir Leoline Jenkins,S012870,Dr. Thomas Lamplugh,1681-09-29
SP_44/62_f.321,E012119-S043025-T000000,Sir Leoline Jenkins,E010707-S019407-T000000,"Somerset, Henry",1681-09-29
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1884-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027260,Lord Chancellor,1681-09-29
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1885-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S006965,"Charles Henry Kirkhoven, Earl of Bellomont",1681-09-29
SP_89/14_f.137,S006925,Charles Fanshaw,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-29
SP_29/416_f.347,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-30
SP_29/416_f.354,S024431,John Strode,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-30
SP_29/416_f.349,S002540,Benjamin Herne,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-30
SP_29/416_f.358,S027018,Lieutenant-Colonel W. Rooke,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-30
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1896-cm,S042697,Sir John Lanier,E012119-S043025-T000000,Sir Leoline Jenkins,1681-09-30
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1894-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-09-30
SP_44/66_f.7,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S030937,Mayor and Corporation of Wallingford,1681-09-30
SP_29/417_f.1,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-01
SP_29/417_f.569,S014889,Elizabeth Brindley,S018633,Hannah Ferguson,1681-10-31
SP_29/417_f.570,S026239,Lady Mary Rich,S018633,Hannah Ferguson,1681-10-31
SP_63/342_f.148,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-01
SP_63/342_f.164,S042524,Sir John Davys,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1681-10-31
SP_29/417_f.4,S042584,Sir John Fitzgerald,S029192,Madame Jordan,1681-10-01
SP_44/62_f.323,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-10-01
SP_29/417_f.514,S044792,Sir William Smyth,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1681-10-31
SP_29/417_f.3,S049597,Timothy Taylor,S002540,Benjamin Herne,1681-10-01
SP_29/417_f.5,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-02
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1914-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-10-02
SP_29/417_f.7,S049597,Timothy Taylor,S002540,Benjamin Herne,1681-10-02
SP_29/417_f.8,S005461,Captain James Wallis,S018972,"Henry Cavendish, Duke of Newcastle upon Tyne",1681-10-02
SP_29/417_f.10,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-03
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1917-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-10-03
SP_29/417_f.11,S049597,Timothy Taylor,S002540,Benjamin Herne,1681-10-03
SP_29/417_f.14,S038394,Robert Bolron,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-04
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1923-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-10-04
SP_63/341_f.49,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1681-10-04
SP_44/62_f.325,E012119-S043025-T000000,Sir Leoline Jenkins,E004243-S039779-T000000,Samuel Carleton,1681-10-04
SP_44/62_f.327,E012119-S043025-T000000,Sir Leoline Jenkins,S044139,Sir Thomas Hardres,1681-10-04
SP_29/417_f.16,S049597,Timothy Taylor,S002540,Benjamin Herne,1681-10-04
SP_29/417_f.20,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-05
SP_29/417_f.22,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-05
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1933-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-10-05
SP_29/417_f.24,S049597,Timothy Taylor,S002540,Benjamin Herne,1681-10-05
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1941-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-10-06
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1940-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S022548,John Brisbane,1681-10-06
SP_44/62_f.331,E012119-S043025-T000000,Sir Leoline Jenkins,S044987,Spanish Ambassador,1681-10-06
SP_44/66_f.9,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S009207,Commissioners for Customs,1681-10-06
SP_29/417_f.34,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-07
SP_63/342_f.158,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-07
SP_44/62_f.333,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-10-07
SP_29/417_f.76,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-08
SP_63/342_f.160,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-08
SP_63/342_f.162,S042524,Sir John Davys,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-08
SP_44/62_f.335,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-10-08
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1950-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S018972,"Henry Cavendish, Duke of Newcastle upon Tyne",1681-10-08
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1951-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1681-10-08
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1958-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1681-10-09
SP_29/417_f.80,S044794,Sir William Smythe,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-09
SP_29/417_f.84,S042584,Sir John Fitzgerald,S029192,Madame Jordan,1681-10-10
SP_29/417_f.86,E017503-S035482-T000000,"Rich, Peter",E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-11
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1968-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S012870,Dr. Thomas Lamplugh,1681-10-11
SP_44/62_f.337,E012119-S043025-T000000,Sir Leoline Jenkins,S001895,Attorney-General,1681-10-11
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1971-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E004243-S039779-T000000,Samuel Carleton,1681-10-11
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1969-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E006386-S006865-T000000,Charles Bertie,1681-10-11
SP_44/62_f.339,E012119-S043025-T000000,Sir Leoline Jenkins,S008343,Colonel Helyar,1681-10-11
SP_29/417_f.98,S038058,Richard Twyford,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-12
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1979-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S012374,Dr. Daniel Brevint,1681-10-13
SP_29/417_f.101,S042269,Sir James Hay,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-14
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1985-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S035740,Philip Warwick,1681-10-14
SP_63/342_f.168,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-15
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m1993-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027601,Lord High Chamberlain,1681-10-15
SP_63/341_f.50,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1681-10-15
SP_29/417_f.105,S048897,Thomas Venn,S037808,Richard Newcourt,1681-10-15
SP_44/66_f.15,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S031200,Mayor of Sarum,1681-10-15
SP_29/417_f.107,S042269,Sir James Hay,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-16
SP_29/417_f.109,S023793,John Mendham,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-17
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2008-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S032223,Mr. Aubrey,1681-10-18
SP_29/417_f.117,E012119-S043025-T000000,Sir Leoline Jenkins,S033644,Mr. Whitfeld of Bugbrooke,1681-10-18
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2010-cm,S042584,Sir John Fitzgerald,S029192,Madame Jordan,1681-10-19
SP_29/417_f.121,S051532,William Edwards,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-19
SP_29/417_f.125,S018674,Harry Hooker,E904150-S051429-T000000,"William Craven, Earl of Craven",1681-10-20
SP_44/62_f.343,E012119-S043025-T000000,Sir Leoline Jenkins,S030856,Mayor and Aldermen of Yarmouth,1681-10-20
SP_29/417_f.123,S049597,Timothy Taylor,S002540,Benjamin Herne,1681-10-20
SP_99/54_f.100,S019706,Hobson,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-31
SP_29/417_f.126,S002933,Brian Heyns,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-21
SP_29/417_f.128,S042584,Sir John Fitzgerald,S033237,Mr. Parkhurst,1681-10-21
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2033-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S010172,Common Serjeant,1681-10-21
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2035-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E012005-S020946-T000000,"James II and VII, King of England, Scotland, and Ireland",1681-10-21
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2036-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1681-10-21
SP_29/417_f.134,S024690,John Whitfeld,S047441,Thomas Bedford,1681-10-22
SP_29/417_f.133,S038162,"Richard, Lord Arundell of Trerice",E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1681-10-22
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2040-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S001895,Attorney-General,1681-10-22
SP_44/62_f.345,E012119-S043025-T000000,Sir Leoline Jenkins,S027594,Lord Herbert,1681-10-22
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2042-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027601,Lord High Chamberlain,1681-10-22
SP_44/62_f.347,E012119-S043025-T000000,Sir Leoline Jenkins,S030830,Mayor and Aldermen of Bristol,1681-10-22
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2045-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S042687,"Sir John Knight, mayor of Bristol",1681-10-22
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2043-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E009591-S051714-T000000,"William Gulston, Bishop of Bristol",1681-10-22
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2046-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1681-10-22
SP_29/417_f.136,S039502,Roger l&#x0027;Estrange,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-23
SP_29/417_f.140,S039502,Roger l&#x0027;Estrange,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-23
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2052-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S012921,Dr. Watson,1681-10-25
SP_63/341_f.51,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1681-10-25
SP_29/417_f.149,S024690,John Whitfeld,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-27
SP_29/417_f.150,S024690,John Whitfeld,S047441,Thomas Bedford,1681-10-27
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2064-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S030830,Mayor and Aldermen of Bristol,1681-10-27
SP_44/62_f.349,E012119-S043025-T000000,Sir Leoline Jenkins,S044987,Spanish Ambassador,1681-10-27
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2066-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E012005-S020946-T000000,"James II and VII, King of England, Scotland, and Ireland",1681-10-27
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2066-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S036223,Privy Council of Scotland,1681-10-27
SP_91/3_f.325,S011145,"Daniel Barker, mayor",E009352-S023222-T000000,"John Grenville, Earl of Bath",1681-10-28
SP_91/3_f.325,E023347-S030822-T000000,"Plymouth, Mayor of",E009352-S023222-T000000,"John Grenville, Earl of Bath",1681-10-28
SP_89/14_f.139,S006925,Charles Fanshaw,E012119-S043025-T000000,Sir Leoline Jenkins,1681-10-28
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2073-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S011531,Dean and Chapter of Rochester,1681-10-28
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2080-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E012005-S020946-T000000,"James II and VII, King of England, Scotland, and Ireland",1681-10-28
SP_44/66_f.17,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S031302,"Mayor, Aldermen and Assistants of Shrewsbury",1681-10-28
SP_44/53_f.522,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S036008,President and Fellows of Magdelen College,1681-10-28
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2080-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S036223,Privy Council of Scotland,1681-10-28
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m2081-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S049789,Treasury Commissioners in Scotland,1681-10-28
