language_primary,estc_id,gatherings.original,width.original,height.original,obl.original,gatherings,width,height,obl,area,original,publication_year_from,publication_year_till,publication_year,publication_decade,publication_century,uncertain,circa,range,price,prices_found,Pound,Shilling,Pence,total_price,year,Commodity,Market,variety,currancy,volume,C.currancy,C.volume,value,notes,source,total_price_in_silver,freq,annual,is_periodical,short_title,work_id,publication_place,publication_country,false_imprint,org_260_a,org_260_a_square_brackets,org_752_a,org_752_b,org_752_d,longitude,latitude,geo_id,pagecount.multiplier,pagecount.squarebracket,pagecount.plate,pagecount.arabic,pagecount.roman,pagecount.sheet,pagecount,volnumber,volcount,parts,pagecount_from,pagecount.orig,singlevol,multivol,issue,document.items,paper,document_type
English,T83710,4to,NA,NA,FALSE,4to,22,28,0,616,in the year 1705.,1705,NA,1705,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The circumstances of Scotland consider'd, with respect to the present scarcity of money: together with some proposals for supplying the defect thereof, and rectifying the ballance of trade",90198-circumstances of scotland considerd with respect to present scarcity of money together with some proposals for supplying defect thereof and rectifying ballance of trade,Edinburgh,Scotland,FALSE,Edinburgh :,FALSE,Great Britain,Scotland,Edinburgh.,-3.2,55.95,<http://vocab.getty.edu/tgn/7009546>,1,28,0,0,0,0,28,NA,1,NA,original,28,TRUE,FALSE,FALSE,1,1497.22222222222,Pamphlet
English,N22344,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1710?],1710,NA,1710,1710,1700,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Reasons for passing the bill, relating to the attorneys","X-reasons for passing the bill, relating to the attorneys",London,England,FALSE,"[London?,",TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,3,0,0,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,468.75,Pamphlet
English,T225893,1to,NA,NA,FALSE,2fo,30,45,0,1350,1707.,1707,NA,1707,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The world in pain: or, an emblem of what's to come","X-the world in pain: or, an emblem of what's to come",London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,2,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,T6650,8vo,NA,NA,FALSE,8vo,13,19,0,247,1712.,1712,NA,1712,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The tryal, examination and condemnation of occasional conformity","X-the tryal, examination and condemnation of occasional conformity",London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,4,0,36,0,0,40,NA,1,NA,original,40,TRUE,FALSE,FALSE,1,857.638888888889,In-between
English,N51884,8vo,NA,NA,FALSE,8vo,13,19,0,247,1714.,1714,NA,1714,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Instructor clericalis,1535-instructor clericalis,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,36,0,414,0,0,450,NA,1,NA,original,450,TRUE,FALSE,FALSE,1,9648.4375,Book
English,T25963,2fo,NA,NA,FALSE,2fo,30,45,0,1350,M DCC XIII. [1713],1713,1713,1713,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Mr. Noble's speech,153119-mr nobles speech to my lord chief-justice parker at his tryal at kingston assizes on friday march 13 1712,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,6,6,NA,1,NA,original,6,TRUE,FALSE,FALSE,1,703.125,Pamphlet
English,R7659,4to,NA,NA,FALSE,4to,22,28,0,616,1700.,1700,NA,1700,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Achilles: or, Iphigenia in Aulis",17281-iphigenie,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,8,0,48,0,0,56,NA,1,NA,original,56,TRUE,FALSE,FALSE,1,2994.44444444444,In-between
English,N46299,8vo,NA,NA,FALSE,8vo,13,19,0,247,"printed in the year, 1703.",1703,NA,1703,1700,1700,FALSE,FALSE,FALSE,Price from imprint: Price 1s 6d [sn],1s 6d,0,1,6,18,1703,Pence,London,English,English Pence,unit,gm Ag,Gram,0.463991935,ECPdb,(UnKnown),8.35185483,NA,NA,FALSE,An answer to Jura populi Anglicani,X-an answer to jura populi anglicani,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,112,8,0,120,NA,1,NA,original,120,TRUE,FALSE,FALSE,1,2572.91666666667,In-between
English,T120325,8vo,NA,NA,FALSE,8vo,13,19,0,247,1712.,1712,NA,1712,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,An earnest persuasive to the serious observance of the Lord's-Day,775-an earnest perswasive to serious observance of lords day,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,15,0,0,16,NA,1,NA,original,16,TRUE,FALSE,FALSE,1,343.055555555556,Pamphlet
English,T192359,2fo,NA,NA,FALSE,2fo,30,45,0,1350,"Printed in the year, 1710.",1710,NA,1710,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The wheedling gilts of White-Cross-Street,X-the wheedling gilts of white-cross-street,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,2,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,R219951,8vo,NA,NA,FALSE,8vo,13,19,0,247,MDCXCX. [1700],1700,1700,1700,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The life of God in the soul of man: or, The nature and excellency of the Christian religion",1901-life of god in soul of man or nature and excellency of christian religion with method of attaining happiness which it proposes,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,20,0,146,0,0,166,NA,1,NA,original,166,TRUE,FALSE,FALSE,1,3559.20138888889,Book
English,T40207,8vo,NA,NA,FALSE,8vo,13,19,0,247,Printed in the year MDCCXII. [1712],1712,1712,1712,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The French King's promise to the pretender,42497-french kingʿs promise to pretender being publick assurance solemnly given both to him and king james just before death of that king,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,3,0,21,0,0,24,NA,1,NA,original,24,TRUE,FALSE,FALSE,1,514.583333333333,Pamphlet
English,T33802,8vo,NA,NA,FALSE,8vo,13,19,0,247,1711.,1711,NA,1711,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The existence of human soul after death: proved from scripture, reason and philosopy. ... By Benj. Hampton, .",49238-existence of human soul after death proved from scripture reason and philosopy by benj hampton,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,2,0,44,2,0,48,NA,1,NA,original,48,TRUE,FALSE,FALSE,1,1029.16666666667,In-between
English,T125420,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1702],1702,NA,1702,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The request of the Society for the Propagation of the Gospel in Foreign Parts, concerning fit ministers to be sent abroad for that good purpose",140954-request of society for propagation of gospel in foreign parts concerning fit ministers to be sent abroad for that good purpose,London,England,FALSE,"[London,",TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,4,0,0,0,0,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,468.75,Pamphlet
English,T182416,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1718],1718,NA,1718,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"An Elegie, upon the much to be lamented death of Colonel Sara, who departed this life, at Leith, the 28th. of August 1718","X-an elegie, upon the much to be lamented death of colonel sara, who departed this life, at leith, the 28th.",Edinburgh,Scotland,FALSE,[Edinburgh :,TRUE,Great Britain,Scotland,Edinburgh.,-3.2,55.95,<http://vocab.getty.edu/tgn/7009546>,1,0,0,0,0,2,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,N36208,4to,NA,NA,FALSE,4to,22,28,0,616,1702.,1702,NA,1702,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The sea-man's practice,1366-sea mans practice containing fundmental probleme in navigation experimentally verified namely touching compass of earth and sea and quantity of degree in our english measures,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,8,126,0,0,134,NA,1,NA,original,134,TRUE,FALSE,FALSE,1,7165.27777777778,Book
English,N9167,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1701?],1701,NA,1701,1700,1700,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The case of the election of Sir William Gordon,X-the case of the election of sir william gordon,Edinburgh,Scotland,FALSE,"[Edinburgh?,",TRUE,Great Britain,Scotland,Edinburgh.,-3.2,55.95,<http://vocab.getty.edu/tgn/7009546>,1,2,0,0,0,0,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,T190768,4to,NA,NA,FALSE,4to,22,28,0,616,1711?],1711,NA,1711,1710,1700,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The farthingale reviv'd,X-the farthingale reviv'd,Edinburgh,Scotland,FALSE,"[Edinburgh,",TRUE,Great Britain,Scotland,Edinburgh.,-3.2,55.95,<http://vocab.getty.edu/tgn/7009546>,1,0,0,0,0,4,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,213.888888888889,Pamphlet
Latin,N26144,8vo,NA,NA,FALSE,8vo,13,19,0,247,1706.,1706,NA,1706,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Sententiæ pueriles,398-sententiae pueriles,London,England,FALSE,Londini :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,2,0,46,0,0,48,NA,1,NA,original,48,TRUE,FALSE,FALSE,1,1029.16666666667,In-between
English,T123083,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1713.,1713,NA,1713,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Scripture-Instruction,20386-scripture instruction digested into several sections,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,4,0,179,29,0,212,NA,1,NA,original,212,TRUE,FALSE,FALSE,1,4370.65972222222,Book
English,N21337,8vo,NA,NA,FALSE,8vo,13,19,0,247,1720.,1720,NA,1720,1720,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The scourge: in vindication of the Church of England,51663-scourge in vindication of church of england to which are added i,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,14,4,384,0,0,402,NA,1,NA,original,402,TRUE,FALSE,FALSE,1,8619.27083333333,Book
English,N492569,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1707.,1707,NA,1707,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The devout Christian's companion,X-the devout christian's companion,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,11,2,252,0,0,265,NA,1,NA,original,265,TRUE,FALSE,FALSE,1,5463.32465277778,Book
English,T177017,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1716],1716,NA,1716,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,A true copy of a letter,7416-a true copy of letter,London,England,FALSE,"[London,",TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,4,0,0,0,0,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,468.75,Pamphlet
English,T54924,4to,NA,NA,FALSE,4to,22,28,0,616,printed in the year 1702.,1702,NA,1702,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The danger of priestcraft to religion and government,23284-danger of priestcraft to religion and government with some politick reasons for toleration,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,22,22,NA,1,NA,original,22,TRUE,FALSE,FALSE,1,1176.38888888889,Pamphlet
English,T171819,8vo,NA,NA,FALSE,8vo,13,19,0,247,M.DCC.XIV. [1714],1714,1714,1714,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Memoirs of the life and negotiations of Sir W. Temple, bar",21344-memoirs of life and negotiations of sir w temple bar containing most important occurrences and most secret springs of affairs in christendom from year 1665 to year 1681,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,2,424,8,0,434,NA,1,NA,original,434,TRUE,FALSE,FALSE,1,9305.38194444445,Book
English,T10400,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1720?],1720,NA,1720,1720,1700,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The old tur-p-man's hue-and-cry after more money,X-the old tur-p-man's hue-and-cry after more money,London,England,FALSE,"[London?,",TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,2,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,T115768,8vo,NA,NA,FALSE,8vo,13,19,0,247,[1719],1719,NA,1719,1710,1700,FALSE,FALSE,FALSE,Price from imprint: Price stitch'd 3s 6d bound 4s Where may be had the History of Col1l Parke's Administretion Price 5s,3s 6d;4s;5s,0,3,6,42,1719,Pence,London,English,English Pence,unit,gm Ag,Gram,0.463991935,ECPdb,(UnKnown),19.48766127,NA,NA,FALSE,"An answer to a scurrilous libel, intitled A letter to Mr. G. French",139047-an answer to scurrilous libel intitled letter to mr g french occasiond by his history of col,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,237,24,0,262,NA,1,NA,original,262,TRUE,FALSE,FALSE,1,5617.53472222222,Book
English,R477789,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1700?],1700,NA,1700,1700,1700,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The B---p of R---r's advice to the rebels in Scotland,X-the b---p of r---r's advice to the rebels in scotland,Edinburgh,Scotland,FALSE,[Edinburgh? :,TRUE,Great Britain,Scotland,Edinburgh.,-3.2,55.95,<http://vocab.getty.edu/tgn/7009546>,1,0,0,2,0,0,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,T165379,4to,NA,NA,FALSE,4to,22,28,0,616,1707.,1707,NA,1707,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The constant pay of the Church-Militant,189489-constant pay of church-militant as it was represented in sermon preached before worshipful master wardens and company of armourers in st,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,31,0,0,32,NA,1,NA,original,32,TRUE,FALSE,FALSE,1,1711.11111111111,Pamphlet
English,R179302,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1700.,1700,NA,1700,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The progress of sin; or, The travels of ungodliness",1038-progress of sin or travels of ungodliness,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,6,0,234,0,0,240,NA,1,NA,original,240,TRUE,FALSE,FALSE,1,4947.91666666667,Book
English,T49074,4to,NA,NA,FALSE,4to,22,28,0,616,1708.,1708,NA,1708,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"A sermon preach'd before the Queen at Windsor, on July the 25th. 1708. By Joseph Rawson, D. D. Published By Her Majesties Special Command",61791-a sermon preachd before queen at windsor on july 25th 1708 by joseph rawson d d published by her majesties special command,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,4,0,24,0,0,28,NA,1,NA,original,28,TRUE,FALSE,FALSE,1,1497.22222222222,Pamphlet
English,T37983,8vo,NA,NA,FALSE,8vo,13,19,0,247,1717.,1717,NA,1717,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"A letter from Tom o' Bedlam, to the B--- of B---r's Jesuit",14042-a letter from tom o bedlam to b--- of b---rs jesuit,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,24,24,NA,1,NA,original,24,TRUE,FALSE,FALSE,1,514.583333333333,Pamphlet
English,N46977,8vo,NA,NA,FALSE,8vo,13,19,0,247,1709.,1709,NA,1709,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Baptism discovered, plainly and faithfully",2538-baptism discovered plainly and faithfully according to word of god,Dublin,Ireland,FALSE,Dublin :,FALSE,Ireland,NA,Dublin.,-6.248889,53.333056,<http://vocab.getty.edu/tgn/7001306>,1,0,0,0,0,68,68,NA,1,NA,original,68,TRUE,FALSE,FALSE,1,1457.98611111111,In-between
English,T25178,1to,NA,NA,FALSE,2fo,30,45,0,1350,1702],1702,NA,1702,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The appellants case,191458-appellants case samuel shepheard john scarlett and john snell for and on behalf of themselves and others creditors of richard kent deceased by judgment,London,England,FALSE,[London? :,TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,2,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,N66318,1to,NA,NA,FALSE,2fo,30,45,0,1350,1708],1708,NA,1708,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The case of John, Henry and Matthew Tombes",183935-case of john henry and matthew tombes executors of daniel tombes citizen and painter-stainer of london with respect to clause offerd to be added to bill for making more effectual act for preventing mischiefs that may happen by fire upon petition of tho,London,England,FALSE,[London:,TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,0,0,0,1,NA,1,NA,original,1,TRUE,FALSE,FALSE,1,117.1875,Pamphlet
English,T170627,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1716.,1716,NA,1716,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,The reconciler,X-the reconciler,Edinburgh,Scotland,FALSE,[Edinburgh?] :,TRUE,Great Britain,Scotland,Edinburgh.,-3.2,55.95,<http://vocab.getty.edu/tgn/7009546>,1,0,0,0,0,30,30,NA,1,NA,original,30,TRUE,FALSE,FALSE,1,618.489583333333,Pamphlet
English,T55470,8vo,NA,NA,FALSE,8vo,13,19,0,247,1701.,1701,NA,1701,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,A letter to the parishioners of St. B. - ----- A. - ----- Recommending Parochial Communion At the approaching Feast of Easter,24365-a letter to parishioners of st b------ a------ recommending parochial communion at approaching feast of easter and conscientious payment of their accustomd offerings,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,3,0,55,0,0,58,NA,1,NA,original,58,TRUE,FALSE,FALSE,1,1243.57638888889,In-between
English,N268,2fo,NA,NA,FALSE,2fo,30,45,0,1350,[1702],1702,NA,1702,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"England's triumph, in the joyful coronation of a Protestant Queen","X-england's triumph, in the joyful coronation of a protestant queen",London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,2,0,0,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,N8137,4to,NA,NA,FALSE,4to,22,28,0,616,1705.,1705,NA,1705,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The hog toss'd in a blanket, by the Observator and his country-man","X-the hog toss'd in a blanket, by the observator and his country-man",London,England,FALSE,[London?] :,TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,4,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,213.888888888889,Pamphlet
English,T172863,4to,NA,NA,FALSE,4to,22,28,0,616,1711.,1711,NA,1711,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"A sermon preach'd at St. Paul's Covent-Garden, on the fifth of November, 1711",9846-a sermon preachd at st pauls covent-garden on 5th of november 1711 being anniversary for happy discovery of powder-traitors,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,12,12,NA,1,NA,original,12,TRUE,FALSE,FALSE,1,641.666666666667,Pamphlet
English,T154115,1to,NA,NA,FALSE,2fo,30,45,0,1350,1703.,1703,NA,1703,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The forfeitures under-mentioned in the county of Meath, will be expos'd to sale at Chichester-House, Dublin, on Saturday the 3d day of April, 1703. By Cant to the best bidder",7129-forfeitures under mentioned in several counties following to be exposed to sale at chichester house dublin on saturday 19th day of june 1703,Dublin,Ireland,FALSE,Dublin :,FALSE,Ireland,NA,Dublin.,-6.248889,53.333056,<http://vocab.getty.edu/tgn/7001306>,1,0,0,0,0,2,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,T16282,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1719.,1719,NA,1719,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,An account of the last words of Christian Ker,1698-an account of last words of christian kerr who died at edinburgh 4th of feb,Edinburgh,Scotland,FALSE,Edinburgh :,FALSE,Great Britain,Scotland,Edinburgh.,-3.2,55.95,<http://vocab.getty.edu/tgn/7009546>,1,0,0,0,0,24,24,NA,1,NA,original,24,TRUE,FALSE,FALSE,1,494.791666666667,Pamphlet
English,T208546,8vo,NA,NA,FALSE,8vo,13,19,0,247,1716.,1716,NA,1716,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"An appeal to all subjects, touching the measures of punishing state-criminals .",60843-an appeal to all subjects touching measures of punishing state-criminals by divine of church of england,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,39,0,0,40,NA,1,NA,original,40,TRUE,FALSE,FALSE,1,857.638888888889,In-between
English,T179652,8vo,NA,NA,FALSE,8vo,13,19,0,247,1706.,1706,NA,1706,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The works of the late Reverend and pious Mr. Tho. Gouge,14864-works of reverend and pious mr thomas gouge,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,12,0,622,28,0,662,NA,1,NA,original,662,TRUE,FALSE,FALSE,1,14193.9236111111,Book
